Member,Order,SKU,Created On,Description
M09736,6549521.0,34989440.0,09/09/14 23:10,Other Rice Products
M09736,6549521.0,15669972.0,09/09/14 23:10,Cashews
M09736,6549521.0,,09/09/14 23:10,Cashews
M09736,6549521.0,15669861.0,09/09/14 23:10,
M09736,6549521.0,21409124.0,09/09/14 23:10,Sugar Cubes
M09736,6562518.0,15669830.0,41877.95486,Other Rice Products
M09736,6562518.0,21409002.0,41877.95486,
M09736,6562518.0,34993978.0,41877.95486,Mosquito Repellent
M09736,6562518.0,34989440.0,41877.95486,Other Rice Products
M09736,6562518.0,15669789.0,41877.95486,Boiled Rice
M09736,6562518.0,15669778.0,41877.95486,Other Dals
M09736,6562518.0,15669884.0,,Whole Spices
,6562518.0,15669856.0,41877.95486,Sugar
,,21409124.0,41877.95486,Sugar Cubes
M09736,6562518.0,29247229.0,41877.95486,
,6562518.0,15669777.0,41877.95486,Urad Dal
M09736,6562518.0,29247171.0,41877.95486,Whole Spices
M09736,,,41877.95486,Soya Products
M09736,6562518.0,15668467.0,41877.95486,Beans
M09736,6562518.0,34989501.0,41877.95486,Other Dals
M09736,6562518.0,15668379.0,41877.95486,Other Vegetables
M09736,6596905.0,,41868.95139,
,6596905.0,7572303.0,41868.95139,
M09736,6596905.0,15668685.0,41868.95139,Beans
M09736,6596905.0,,41868.95139,Health Drinks
M09736,6596905.0,15668478.0,41868.95139,
M09736,,7623116.0,41868.95139,Liquid Soaps & Bars
M09736,6596905.0,21409124.0,41868.95139,Sugar Cubes
M09736,6596905.0,15669859.0,41868.95139,
M09736,,,41868.95139,
M09736,6596905.0,,41868.95139,Root Vegetables
M09736,6596905.0,15669865.0,41868.95139,Other Dals
M09736,6596905.0,15669789.0,41868.95139,Boiled Rice
M09736,6596905.0,15669790.0,41868.95139,Other Rice Products
M09736,6596905.0,34989440.0,41868.95139,Other Rice Products
M09736,6612806.0,34994208.0,41873.80694,Chips
M09736,6612806.0,,41873.80694,
M09736,6612806.0,7561691.0,41873.80694,Namkeen
M09736,6612806.0,15668375.0,41873.80694,Root Vegetables
M09736,6612806.0,,41873.80694,
M09736,6612806.0,7569799.0,41873.80694,Namkeen
M09736,6612806.0,7624788.0,41873.80694,
M09736,,15668478.0,41873.80694,
,6612806.0,92388181.0,41873.80694,Healthy Snacks
M09736,6624000.0,15670245.0,08/06/14 8:14,
M09736,6624000.0,7580802.0,08/06/14 8:14,Sunflower Oils
M09736,,34989440.0,,Other Rice Products
M09736,6624000.0,7572303.0,08/06/14 8:14,Namkeen
M09736,6624000.0,15668478.0,08/06/14 8:14,Banana
,6624000.0,,08/06/14 8:14,Sugar Cubes
M09736,,15669830.0,08/10/14 9:40,Other Rice Products
M09736,6638454.0,7572303.0,08/10/14 9:40,Namkeen
M09736,,15668688.0,08/10/14 9:40,Root Vegetables
M09736,6638454.0,15668685.0,08/10/14 9:40,Beans
M09736,6638454.0,,08/10/14 9:40,Sugar
M09736,6638454.0,15669789.0,08/10/14 9:40,Boiled Rice
M09736,6638454.0,15668478.0,08/10/14 9:40,Banana
M09736,6638454.0,15669767.0,08/10/14 9:40,
,6656240.0,15669965.0,41848.76458,Raisins
M09736,6656240.0,7570594.0,41848.76458,Shoe Polish
M09736,6656240.0,15668478.0,,Banana
M09736,6656240.0,7572303.0,41848.76458,Namkeen
M09736,6656240.0,15669970.0,41848.76458,Cashews
M09736,6656240.0,15668381.0,41848.76458,Other Vegetables
M09736,6656240.0,15668685.0,41848.76458,Beans
M09736,6656240.0,7623116.0,41848.76458,Liquid Soaps & Bars
M09736,6656240.0,,41848.76458,Whole Spices
M09736,6672349.0,15669856.0,,Sugar
M09736,6672349.0,34989501.0,08/01/14 22:42,Other Dals
M09736,6672349.0,34987568.0,08/01/14 22:42,Whole Spices
M09736,6672349.0,15669777.0,08/01/14 22:42,Urad Dal
M09736,6672349.0,21409124.0,08/01/14 22:42,Sugar Cubes
M09736,,7572303.0,08/01/14 22:42,Namkeen
M09736,6672349.0,15669859.0,08/01/14 22:42,Toor Dal
M09736,6672349.0,15669789.0,08/01/14 22:42,
M09736,6672349.0,15669823.0,,Whole Spices
M09736,6672349.0,93025752.0,08/01/14 22:42,Cream Biscuits
,6672349.0,15668381.0,,Other Vegetables
M09736,,15669760.0,08/01/14 22:42,Whole Spices
M09736,6672349.0,15669815.0,08/01/14 22:42,Jaggery
M09736,6672349.0,15668685.0,,Beans
M09736,6687487.0,34992816.0,41838.75694,Cookies
M09736,6687487.0,7572303.0,41838.75694,Namkeen
,6687487.0,15669856.0,41838.75694,Sugar
M09736,6687487.0,15668478.0,41838.75694,Banana
,6687487.0,7569803.0,41838.75694,Namkeen
M09736,6687487.0,34989501.0,41838.75694,Other Dals
M09736,6687487.0,34989499.0,41838.75694,Other Dals
M09736,6704782.0,21409124.0,41843.78819,Sugar Cubes
M09736,6704782.0,,41843.78819,Namkeen
M09736,6704782.0,15669777.0,41843.78819,Urad Dal
M09736,6704782.0,15669830.0,41843.78819,Other Rice Products
M09736,6704782.0,15669865.0,41843.78819,Other Dals
M09736,6704782.0,15669789.0,41843.78819,Boiled Rice
M09736,6704782.0,15669856.0,41843.78819,Sugar
M09736,,15669859.0,41843.78819,
M09736,6704782.0,34989440.0,41843.78819,Other Rice Products
M09736,6704782.0,34989441.0,41843.78819,Soya Products
M09736,6723554.0,15668478.0,07/09/14 23:00,Banana
M09736,6723554.0,,07/09/14 23:00,Mosquito Repellent
M09736,6734605.0,15668468.0,41833.35764,Beans
M09736,6734605.0,15669767.0,41833.35764,Urad Dal
M09736,6734605.0,15668381.0,41833.35764,Other Vegetables
M09736,6734605.0,15668465.0,41833.35764,Root Vegetables
M09736,6734605.0,15669780.0,41833.35764,Sugar
M09736,6734605.0,15670252.0,41833.35764,Organic F&V
M09736,6734605.0,15668688.0,41833.35764,Root Vegetables
M09736,6734605.0,34989441.0,41833.35764,
M09736,6734605.0,7572306.0,41833.35764,Snacky Nuts
M09736,6734605.0,15669865.0,41833.35764,Other Dals
M09736,6734605.0,15669970.0,41833.35764,Cashews
M09736,6734605.0,15669859.0,41833.35764,Toor Dal
M09736,6734605.0,15668684.0,41833.35764,Beans
M09736,6734605.0,34989501.0,41833.35764,
M09736,6743451.0,15669790.0,41835.91944,Other Rice Products
M09736,6743451.0,15669884.0,41835.91944,Whole Spices
M09736,6743451.0,29247229.0,41835.91944,Whole Spices
M09736,6759502.0,15669884.0,07/01/14 17:55,Whole Spices
M09736,6759502.0,29247229.0,,Whole Spices
M09736,,15669777.0,07/05/14 19:18,Urad Dal
M09736,6774006.0,7623116.0,07/05/14 19:18,Liquid Soaps & Bars
M09736,6774006.0,15669830.0,07/05/14 19:18,Other Rice Products
M09736,6774006.0,15669874.0,07/05/14 19:18,Avalakki / Poha
,6774006.0,34986119.0,07/05/14 19:18,Whole Spices
M09736,,15669856.0,07/05/14 19:18,Sugar
,6774006.0,15669764.0,07/05/14 19:18,Besan
M09736,,15669789.0,07/05/14 19:18,
M09736,6774006.0,15669778.0,07/05/14 19:18,Other Dals
M09736,6774006.0,15669782.0,07/05/14 19:18,Raw Rice
M09736,6774006.0,7572306.0,07/05/14 19:18,
M09736,6774006.0,15669871.0,,Other Rice Products
M09736,6774006.0,,07/05/14 19:18,Banana
M09736,6774006.0,15669772.0,,Other Dals
M09736,6774006.0,15668379.0,07/05/14 19:18,Other Vegetables
M09736,6786934.0,34987566.0,,
M09736,,15668416.0,41809.81528,Banana
M09736,6794402.0,15668381.0,41812.51667,Other Vegetables
M09736,6794402.0,92436826.0,41812.51667,Washing Bars
M09736,6794402.0,15669767.0,41812.51667,Urad Dal
M09736,6794402.0,15669803.0,41812.51667,Cashews
,6794402.0,34987569.0,41812.51667,Powdered Spices
M09736,6794402.0,15669830.0,41812.51667,Other Rice Products
M09736,,15669863.0,41812.51667,Moong Dal
M09736,6794402.0,7572306.0,41812.51667,Snacky Nuts
,6794402.0,21409002.0,41812.51667,Moong Dal
M09736,6794402.0,15669772.0,41812.51667,Other Dals
M09736,6794402.0,,41812.51667,Raisins
,6794402.0,15668375.0,41812.51667,Root Vegetables
M09736,6794402.0,15669789.0,41812.51667,Boiled Rice
M09736,6794402.0,34990774.0,41812.51667,
M09736,6794402.0,,41812.51667,Sugar
M09736,6794402.0,15668685.0,,Beans
M09736,6794402.0,15669811.0,41812.51667,Almonds
M09736,6794402.0,15668478.0,41812.51667,Banana
,6811376.0,34992815.0,41817.84375,Cookies
M09736,6811376.0,15669815.0,41817.84375,Jaggery
M09736,6811376.0,7569805.0,41817.84375,Namkeen
M09736,6811376.0,15669859.0,,Toor Dal
M09736,6811376.0,34990774.0,41817.84375,
M09736,6811376.0,15668375.0,41817.84375,Root Vegetables
M09736,6811376.0,21409124.0,41817.84375,Sugar Cubes
,6811376.0,15668478.0,41817.84375,
M09736,6811376.0,7572306.0,,Snacky Nuts
M09736,6811376.0,15668465.0,41817.84375,Root Vegetables
M09736,6811376.0,,41817.84375,
M09736,6811376.0,15669965.0,41817.84375,Raisins
M09736,7874962.0,34989501.0,06/11/14 10:38,Other Dals
M09736,7874962.0,15669859.0,06/11/14 10:38,Toor Dal
M09736,7874962.0,15668379.0,06/11/14 10:38,Other Vegetables
M09736,7874962.0,,,Banana
M09736,7874962.0,7569805.0,06/11/14 10:38,Namkeen
M09736,,7623116.0,06/11/14 10:38,Liquid Soaps & Bars
M09736,7874962.0,29247171.0,06/11/14 10:38,Whole Spices
M09736,7874962.0,15668685.0,06/11/14 10:38,Beans
M09736,7874962.0,15668465.0,06/11/14 10:38,Root Vegetables
,7874962.0,15668377.0,06/11/14 10:38,Root Vegetables
M09736,7874962.0,15668468.0,06/11/14 10:38,Beans
M09736,7874962.0,15669856.0,06/11/14 10:38,Sugar
M09736,,7572306.0,41805.36389,Snacky Nuts
M09736,7887787.0,15669856.0,41805.36389,Sugar
M09736,,34989209.0,41805.36389,Corn Snacks
M09736,7887787.0,,41805.36389,Boiled Rice
,7887787.0,15668416.0,41805.36389,Banana
M09736,7931131.0,34986125.0,41776.53472,Whole Spices
M09736,7931131.0,15669830.0,41776.53472,Other Rice Products
M09736,7931131.0,15669823.0,41776.53472,Whole Spices
M09736,7931131.0,15669970.0,41776.53472,
M09736,7931131.0,15668685.0,41776.53472,Beans
M09736,7931131.0,7580802.0,,Sunflower Oils
M09736,7931131.0,15668375.0,41776.53472,Root Vegetables
M09736,7931131.0,15669810.0,41776.53472,Almonds
M09736,7931131.0,15668465.0,41776.53472,Root Vegetables
M09736,7931131.0,,41776.53472,Banana
,7931131.0,7569805.0,41776.53472,
M09736,7931131.0,7572306.0,41776.53472,Snacky Nuts
M09736,,,41776.53472,Other Vegetables
M09736,7931131.0,34989441.0,41776.53472,Soya Products
M09736,7931131.0,92436826.0,41776.53472,Washing Bars
M09736,,15669772.0,41776.53472,Other Dals
M09736,7931131.0,15668468.0,41776.53472,Beans
M09736,7931131.0,15669760.0,41776.53472,Whole Spices
M09736,7931131.0,34989440.0,,Other Rice Products
M09736,7931131.0,15669821.0,41776.53472,Whole Spices
M09736,7931131.0,15669789.0,41776.53472,Boiled Rice
M09736,7931131.0,,41776.53472,Sugar Cubes
M09736,7931131.0,15669856.0,41776.53472,Sugar
M09736,7931131.0,15669777.0,,Urad Dal
M09736,7948600.0,7569805.0,41782.97708,
,7948600.0,21409124.0,41782.97708,Sugar Cubes
M09736,7948600.0,15668478.0,,Banana
M09736,7948600.0,7624788.0,41782.97708,Ghee
M09736,7948600.0,7547323.0,,Liquid Soaps & Bars
M09736,,7572306.0,,
M09736,7948600.0,15669772.0,41782.97708,Other Dals
M09736,7948600.0,34989209.0,41782.97708,Corn Snacks
,7948600.0,,41782.97708,Boiled Rice
M09736,7948600.0,15668685.0,41782.97708,Beans
,7948600.0,15668375.0,41782.97708,Root Vegetables
M09736,7948600.0,15669965.0,,
M09736,7948600.0,15668468.0,41782.97708,Beans
M09736,7948600.0,15669856.0,41782.97708,Sugar
M09736,7948600.0,15669777.0,41782.97708,Urad Dal
M09736,7969005.0,15668381.0,,
M09736,7969005.0,15669861.0,05/07/14 8:57,Raw Peanuts
M09736,7969005.0,15668521.0,05/07/14 8:57,
M09736,7969005.0,15668478.0,05/07/14 8:57,Banana
M09736,7980335.0,7572306.0,05/11/14 10:52,Snacky Nuts
M09736,7980335.0,15668478.0,05/11/14 10:52,Banana
M09736,7980335.0,34989501.0,05/11/14 10:52,Other Dals
M09736,7980335.0,15669777.0,05/11/14 10:52,Urad Dal
M09736,7980335.0,21409124.0,05/11/14 10:52,Sugar Cubes
M09736,7980335.0,15668465.0,05/11/14 10:52,Root Vegetables
M09736,7980335.0,15669859.0,05/11/14 10:52,Toor Dal
M09736,,15669789.0,05/11/14 10:52,Boiled Rice
M09736,7980335.0,34989440.0,05/11/14 10:52,Other Rice Products
M09736,7980335.0,,05/11/14 10:52,Sugar
M09736,7998535.0,15668478.0,41752.80625,Banana
M09736,8008269.0,34989440.0,,Other Rice Products
M09736,,34989499.0,41756.35139,Other Dals
M09736,8008269.0,,41756.35139,Other Dals
M09736,,93025752.0,41756.35139,Cream Biscuits
M09736,8008269.0,15668379.0,41756.35139,Other Vegetables
,8008269.0,15668468.0,41756.35139,Beans
M09736,,15669767.0,41756.35139,Urad Dal
M09736,8008269.0,7580802.0,41756.35139,Sunflower Oils
M09736,8008269.0,15669859.0,41756.35139,
M09736,8008269.0,15668377.0,41756.35139,Root Vegetables
M09736,8008269.0,7594821.0,41756.35139,Instant Noodles
,8008269.0,15668478.0,41756.35139,Banana
M09736,8008269.0,15669789.0,41756.35139,Boiled Rice
M09736,8008269.0,7547323.0,41756.35139,Liquid Soaps & Bars
M09736,8008269.0,15669856.0,,Sugar
M09736,8014606.0,7585573.0,41758.73194,Cakes
M09736,8026271.0,15669815.0,,Jaggery
M09736,8026271.0,15669884.0,05/04/14 9:52,Whole Spices
M09736,8026271.0,,05/04/14 9:52,Besan
M09736,8026271.0,7569805.0,05/04/14 9:52,Namkeen
M09736,8026271.0,15668381.0,,Other Vegetables
,8026271.0,34986129.0,05/04/14 9:52,Whole Spices
,8026271.0,93025752.0,05/04/14 9:52,Cream Biscuits
M09736,8026271.0,15668685.0,05/04/14 9:52,Beans
M09736,8026271.0,29247229.0,05/04/14 9:52,Whole Spices
M09736,8026271.0,7585571.0,05/04/14 9:52,Cakes
M09736,8026271.0,15668478.0,05/04/14 9:52,Banana
M09736,8030611.0,34989440.0,,Other Rice Products
M09736,8039388.0,15668468.0,04/12/14 11:47,Beans
M09736,8039388.0,21409124.0,04/12/14 11:47,Sugar Cubes
M09736,8039388.0,15669777.0,04/12/14 11:47,Urad Dal
M09736,8039388.0,,04/12/14 11:47,Sunflower Oils
M09736,8039388.0,15668521.0,04/12/14 11:47,Bread
,,34990774.0,04/12/14 11:47,Eggs
M09736,8039388.0,15668465.0,04/12/14 11:47,Root Vegetables
M09736,8039388.0,15669772.0,04/12/14 11:47,Other Dals
M09736,8039388.0,15669965.0,04/12/14 11:47,Raisins
M09736,8039388.0,,,Other Vegetables
M09736,8039388.0,7547323.0,04/12/14 11:47,
M09736,,7572306.0,04/12/14 11:47,Snacky Nuts
M09736,8039388.0,15668379.0,04/12/14 11:47,Other Vegetables
M09736,8039388.0,15669783.0,04/12/14 11:47,Sooji & Rava
M09736,,15668416.0,04/12/14 11:47,Banana
M09736,8039388.0,15669856.0,,Sugar
M09736,8044079.0,15668416.0,41743.34167,Banana
M09736,8044079.0,15669789.0,41743.34167,Boiled Rice
M09736,8052390.0,15669804.0,41747.40069,
M09736,8052390.0,29247171.0,41747.40069,Whole Spices
,8052390.0,15668468.0,41747.40069,
M09736,8052390.0,15668465.0,41747.40069,Root Vegetables
M09736,8052390.0,15669815.0,41747.40069,Jaggery
M09736,8052390.0,7623116.0,41747.40069,Liquid Soaps & Bars
M09736,8052390.0,15669963.0,41747.40069,Raisins
M09736,,21409124.0,41747.40069,Sugar Cubes
M09736,8052390.0,15669830.0,41747.40069,Other Rice Products
M09736,8052390.0,7585571.0,41747.40069,Cakes
M09736,8052390.0,15669856.0,41747.40069,Sugar
,,15669965.0,41747.40069,Raisins
M09736,8052390.0,15668462.0,41747.40069,Gourd & Cucumber
M09736,8052390.0,7753739.0,41747.40069,Health Drinks
M09736,,15669863.0,41749.49583,
M09736,,15669860.0,41749.49583,Moong Dal
M09736,8057553.0,92436826.0,41749.49583,Washing Bars
,8057553.0,15669858.0,41749.49583,Boiled Rice
M09736,8057553.0,7572306.0,41749.49583,Snacky Nuts
M09736,8057553.0,7608484.0,41749.49583,"Shaving Cream, Foam & Gels"
M09736,8057553.0,21409124.0,,Sugar Cubes
M09736,,7569805.0,41749.49583,Namkeen
M09736,8057553.0,,41749.49583,Banana
M09736,8057553.0,15668377.0,41749.49583,Root Vegetables
M09736,8062224.0,,41724.79861,Snacky Nuts
M09736,8062224.0,15668478.0,41724.79861,Banana
M09736,8062224.0,34990774.0,41724.79861,Eggs
M09736,8062224.0,15669856.0,41724.79861,Sugar
,8062224.0,15668467.0,41724.79861,Beans
M09736,8062224.0,15668381.0,,Other Vegetables
M09736,8062224.0,7623116.0,41724.79861,
,8062224.0,,,
M09736,8062224.0,21409124.0,41724.79861,Sugar Cubes
M09736,8062224.0,15669965.0,41724.79861,
M09736,8062224.0,92436826.0,,
M09736,8068900.0,7572306.0,41727.44653,Snacky Nuts
M09736,8068900.0,34991187.0,41727.44653,Bread
M09736,,15669804.0,41727.44653,Cashews
M09736,8068900.0,7569805.0,41727.44653,Namkeen
M09736,8068900.0,15668478.0,41727.44653,Banana
M09736,8087495.0,7572306.0,04/05/14 11:43,Snacky Nuts
M09736,8087495.0,21409124.0,04/05/14 11:43,Sugar Cubes
M09736,8087495.0,34989441.0,04/05/14 11:43,Soya Products
M09736,8087495.0,15668381.0,04/05/14 11:43,Other Vegetables
M09736,8087495.0,15669777.0,04/05/14 11:43,Urad Dal
M09736,,93025752.0,04/05/14 11:43,Cream Biscuits
M09736,8087495.0,34989501.0,04/05/14 11:43,Other Dals
M09736,8087495.0,34989595.0,04/05/14 11:43,Raisins
M09736,8087495.0,15669863.0,04/05/14 11:43,Moong Dal
M09736,,15669871.0,04/05/14 11:43,Other Rice Products
,8087495.0,15669859.0,04/05/14 11:43,Toor Dal
M09736,8087495.0,15668468.0,04/05/14 11:43,Beans
M09736,,15668465.0,,Root Vegetables
M09736,8087495.0,15669856.0,04/05/14 11:43,Sugar
M09736,8087495.0,15668416.0,04/05/14 11:43,Banana
M09736,8087495.0,15668377.0,04/05/14 11:43,Root Vegetables
M09736,,15669965.0,04/05/14 11:43,Raisins
,8087495.0,15669797.0,04/05/14 11:43,
M09736,8093634.0,7585571.0,04/07/14 12:37,Cakes
M09736,8104219.0,15668381.0,41713.9625,
,8104219.0,7569805.0,41713.9625,Namkeen
M09736,8104219.0,15668468.0,41713.9625,Beans
,8104219.0,21409124.0,41713.9625,Sugar Cubes
M09736,8104219.0,7572306.0,41713.9625,Snacky Nuts
M09736,8104219.0,15668685.0,41713.9625,Beans
M09736,8104219.0,15669815.0,41713.9625,
,8104219.0,34988771.0,41713.9625,Other Sweets
M09736,8104219.0,15669856.0,41713.9625,Sugar
M09736,8104219.0,15668521.0,41713.9625,Bread
,8104219.0,15668416.0,41713.9625,Banana
M09736,8104219.0,15668377.0,41713.9625,Root Vegetables
M09736,8116554.0,,,Brinjals
M09736,8116554.0,15669772.0,41719.88611,Other Dals
M09736,8116554.0,15668416.0,,Banana
,,15669760.0,41719.88611,Whole Spices
M09736,8116554.0,15668468.0,,Beans
M09736,8116554.0,15669821.0,,Whole Spices
M09736,8116554.0,15668521.0,41719.88611,Bread
M09736,8116554.0,15669830.0,41719.88611,Other Rice Products
M09736,8116554.0,15669789.0,41719.88611,Boiled Rice
M09736,8116554.0,15668377.0,41719.88611,Root Vegetables
M09736,,15669810.0,41719.88611,
M09736,8116554.0,7572306.0,41719.88611,Snacky Nuts
M09736,8132674.0,15668416.0,41698.83125,Banana
,8132674.0,15668684.0,41698.83125,
M09736,8132674.0,15669859.0,41698.83125,Toor Dal
M09736,8132674.0,15669810.0,41698.83125,Almonds
M09736,8132674.0,15669865.0,41698.83125,Other Dals
,,15668377.0,41698.83125,Root Vegetables
M09736,8132674.0,15669772.0,41698.83125,Other Dals
M09736,8132674.0,21409124.0,41698.83125,Sugar Cubes
M09736,8132674.0,15668468.0,41698.83125,Beans
M09736,8132674.0,15669789.0,41698.83125,Boiled Rice
M09736,8132674.0,15669856.0,41698.83125,Sugar
M09736,8132674.0,15668381.0,41698.83125,Other Vegetables
M09736,8132674.0,15669830.0,,Other Rice Products
M09736,8132674.0,7572306.0,41698.83125,Snacky Nuts
M09736,8132674.0,15668521.0,41698.83125,Bread
M09736,,34990774.0,41698.83125,Eggs
M09736,,7569805.0,41698.83125,Namkeen
M09736,8143489.0,34990774.0,03/04/14 10:53,Eggs
M09736,8143489.0,7569805.0,03/04/14 10:53,Namkeen
M09736,8143489.0,15668416.0,03/04/14 10:53,Banana
M09736,8143489.0,15669772.0,03/04/14 10:53,Other Dals
M09736,8143489.0,15668685.0,03/04/14 10:53,Beans
M09736,8143489.0,15668462.0,03/04/14 10:53,Gourd & Cucumber
M09736,,15668465.0,03/04/14 10:53,Root Vegetables
M09736,8143489.0,15668451.0,03/04/14 10:53,Brinjals
M09736,8143489.0,,03/04/14 10:53,Beans
M09736,8143489.0,15668381.0,03/04/14 10:53,Other Vegetables
M09736,8143489.0,34989441.0,03/04/14 10:53,Soya Products
M09736,8143489.0,7570695.0,03/04/14 10:53,Hair Oil
M09736,8143489.0,15669799.0,,Raisins
M09736,8156232.0,15668416.0,03/09/14 22:52,Banana
M09736,8156232.0,,03/09/14 22:52,Sugar Cubes
M09736,8156232.0,15669778.0,03/09/14 22:52,Other Dals
M09736,8156232.0,,03/09/14 22:52,
M09736,8156232.0,15668521.0,03/09/14 22:52,Bread
M09736,,15668468.0,03/09/14 22:52,Beans
M09736,8156232.0,7569805.0,,Namkeen
M09736,,7548511.0,03/09/14 22:52,Liquid Soaps & Bars
M09736,,34990551.0,03/09/14 22:52,Cream Biscuits
,8156232.0,15669767.0,03/09/14 22:52,Urad Dal
M09736,8156232.0,34988584.0,03/09/14 22:52,Ground Coffee
M09736,8156232.0,15669789.0,03/09/14 22:52,Boiled Rice
M09736,8156232.0,15669884.0,03/09/14 22:52,Whole Spices
M09736,8156232.0,15669856.0,03/09/14 22:52,Sugar
M09736,8156232.0,15669810.0,03/09/14 22:52,
M09736,8156232.0,15669799.0,,Raisins
M09736,8156232.0,15669874.0,03/09/14 22:52,Avalakki / Poha
M09736,8156232.0,7572306.0,03/09/14 22:52,
,8156232.0,,03/09/14 22:52,Other Dals
M09736,8166849.0,34989440.0,41685.47778,Other Rice Products
M09736,,15668377.0,41685.47778,Root Vegetables
M09736,8166849.0,15669799.0,41685.47778,Raisins
M09736,8166849.0,15668416.0,41685.47778,Banana
M09736,8166849.0,15668462.0,41685.47778,Gourd & Cucumber
M09736,8166849.0,,41685.47778,
M09736,,34989441.0,41685.47778,Soya Products
M09736,8166849.0,15669789.0,41685.47778,Boiled Rice
M09736,,,41685.47778,Sugar Cubes
M09736,8166849.0,34989595.0,41685.47778,
M09736,8166849.0,34989501.0,41685.47778,Other Dals
M09736,8166849.0,,41685.47778,Eggs
,8166849.0,15668468.0,41685.47778,Beans
,8166849.0,15668465.0,41685.47778,Root Vegetables
M09736,8166849.0,7623116.0,41685.47778,Liquid Soaps & Bars
M09736,8166849.0,34989209.0,41685.47778,Corn Snacks
M09736,8166849.0,7624788.0,41685.47778,Ghee
M09736,8166849.0,15669811.0,41685.47778,Almonds
M09736,8166849.0,15668379.0,41685.47778,Other Vegetables
M09736,8166849.0,,41685.47778,Snacky Nuts
M09736,,7570594.0,41691.49861,Shoe Polish
M09736,8181410.0,34990774.0,41691.49861,Eggs
M09736,8181410.0,92436826.0,,Washing Bars
M09736,8181410.0,,,Beans
M09736,,15669823.0,41691.49861,Whole Spices
M09736,8181410.0,34989595.0,41691.49861,Raisins
M09736,8181410.0,15669856.0,41691.49861,Sugar
M09736,8181410.0,15669777.0,41691.49861,Urad Dal
M09736,8181410.0,15669808.0,41691.49861,Other Dry Fruits
M09736,8184240.0,93025752.0,,Cream Biscuits
M09736,8184240.0,34990774.0,41692.84028,Eggs
M09736,8184240.0,29247171.0,41692.84028,Whole Spices
M09736,8184240.0,7572306.0,41692.84028,Snacky Nuts
M09736,8184240.0,,41692.84028,Root Vegetables
M09736,8184240.0,15668416.0,41692.84028,Banana
M09736,8199070.0,34989207.0,41670.99792,Corn Snacks
M09736,8199070.0,15669965.0,41670.99792,Raisins
M09736,8199070.0,7572306.0,41670.99792,Snacky Nuts
M09736,8199070.0,15669804.0,41670.99792,Cashews
M09736,8199070.0,15669865.0,41670.99792,Other Dals
M09736,8199070.0,15668521.0,41670.99792,Bread
M09736,8199070.0,21409124.0,41670.99792,Sugar Cubes
,8199070.0,15668467.0,41670.99792,Beans
M09736,,15668375.0,41670.99792,Root Vegetables
M09736,8199070.0,15668685.0,41670.99792,Beans
M09736,8199070.0,34989209.0,,Corn Snacks
M09736,8199070.0,15669780.0,,Sugar
M09736,8199070.0,34990774.0,41670.99792,Eggs
M09736,8199070.0,15669859.0,41670.99792,
M09736,,15668416.0,41670.99792,
